編號,名稱,類別,去年EPS,五年平均EPS,近四季EPS,預測EPS,預測本益比,去年股利,去年股息,預測股利,五年平均殖利率,預測殖利率,合理價位,目前價格,K,D,五年均價,營收更新月,推(股利),推(EPS),推(KD)
4942,嘉彰,未知,4.57,1.92,1.4|1.14|0.68|1.58|,4.93,7.89,2.5,0,2.19,5.58,5.63,31.29,38.9,33.7,36.77,23.25|24.81|26.94|39.47|36.1|,2020/8,N,N,N
4943,康控-KY,電子零組件業,3.35,5.57,1.85|1.67|-0.64|-0.48|,-3.43,-25.83,0.5,1.5,-2.02,1.45,-2.28,-28.86,88.6,42.75,27.41,58.7|200.1|243.67|150.63|121.8|,2020/8,N,N,N
4952,凌通,半導體業,2.05,3.07,0.61|0.24|0.18|0.74|,1.89,17.06,1.8,0,1.75,7.15,5.43,25,32.25,79.95,75.33,39.94|44.01|40.43|34.45|29.92|,2020/8,N,N,N
4953,緯軟,資訊服務業,5.89,2.97,1.71|0.78|0.96|2.22|,6.04,15.51,3.23,0,5.25,2.89,5.6,75,93.7,17.79,26.18,20.84|24.53|49.89|110.34|83.99|,2020/8,N,N,Y
4958,臻鼎-KY,電子零組件業,9.93,8.19,3.8|4.28|0.97|1.41|,6.89,18.72,4.5,0,3.18,4.42,2.47,45.43,129,56.63,45.65,66.34|70.48|70.2|109.31|120.88|,2020/8,N,N,N
4961,天鈺,半導體業,1.92,1.82,0.55|0.29|0.41|0.24|,1.56,22.63,1,0,0.78,2.71,2.21,11.14,35.3,39.43,48.3,37.62|39.73|31.03|,2020/8,N,N,N
4966,譜瑞-KY,半導體業,31.54,23.21,8.86|8.16|8|10.81|,41.59,26.57,15.07,0,17.7,1.94,1.6,252.86,1105,43.01,40.28,310.96|423|490.07|537.31|854.01|,2020/8,N,N,N
4967,十銓,半導體業,0.11,2.5,0.73|-0.41|2.28|0.55|,5.36,6.93,0.93,0,17.1,5.19,46.03,244.29,37.15,70.6,63.8,26.71|38.31|,2020/8,Y,N,N
4968,立積,半導體業,3.13,2.82,1.57|0.74|0.7|2.96|,9.64,24.48,1.9,0,4.14,1.11,1.75,59.14,236,54.65,42.08,66.69|99.6|64.05|113.89|184.55|,2020/8,N,N,N
4971,IET-KY,半導體業,1.9,2.62,0.58|0.4|0.06|-0.22|,-0.32,-168.44,1.01,0,-0.18,2.1,-0.33,-2.57,53.9,85.7,76.63,105.87|87.15|74.22|62.17|52.43|,2020/8,N,N,N
4972,湯石照明,未知,2.69,3.06,0.84|0.98|-1.13|1.19|,0.05,568,2.24,0,0.04,6.78,0.14,0.57,28.4,44.24,44.51,38.66|32.25|35.26|31.86|29.17|,2020/8,N,N,N
4973,廣穎,半導體業,1.5,1.21,0.88|0.19|0.95|-0.78|,0.36,65,1.2,0,0.51,6.1,2.18,7.29,23.4,74.56,68.97,20.45|20.78|16.39|17.83|26.63|,2020/8,N,N,N
4974,亞泰,電子零組件業,4.94,4.46,1.75|0.78|1.23|1.4|,5.38,9.67,3.3,0,3.47,6.36,6.67,49.57,52,18.18,26.32,33.21|48.2|43.7|46.4|53.24|,2020/8,N,N,Y
4977,眾達-KY,未知,4.2,4.85,1.01|0.96|0.57|2.18|,7.04,16.26,3.5,0,6.06,4.47,5.29,86.57,114.5,55.41,47.22,62.32|102.84|81.64|93.39|115.33|,2020/8,N,N,N
4987,科誠,未知,4.8,5.31,1.13|1.39|0.37|0.7|,2.39,20.08,3.2,0,1.89,7.24,3.94,27,48,64.91,63.94,56.37|57.23|59.9|60.4|51.36|,2020/8,N,N,N
4989,榮科,電子零組件業,0.22,2.13,0.02|-0.12|0.18|-0.08|,0.21,80.71,0.6,0,0.3,6.19,1.77,4.29,16.95,38.88,46.86,25.33|25.13|18.71|,2020/8,N,N,N
4991,環宇-KY,半導體業,3.04,3.98,0.68|1.19|0.03|0.07|,0.2,250.5,0.51,0,0.03,1.2,0.06,0.43,50.1,67.62,67.99,80.17|65.52|66.08|60.8|54.5|,2020/8,N,N,N
4994,傳奇,資訊服務業,4.48,2.38,1.35|1.14|0.91|0.41|,2.73,22.97,1,0,1.33,0.9,2.12,19,62.7,33.02,30.39,60.57|62.17|48.69|81.22|65.96|,2020/8,N,N,Y
4995,晶達,未知,4.14,2.85,1.03|1.17|0.62|0.57|,2.29,17.38,3.7,0,2.01,6.05,5.05,28.71,39.8,74.32,74.53,34.43|38.08|35.77|45.2|43.82|,2020/8,N,N,N
4999,鑫禾,電子零組件業,2.78,5.27,0.8|0.84|0.5|1.91|,5.66,8.44,2.5,0,3.43,6.18,7.18,49,47.75,39.37,38.34,48.81|52.62|49.1|45.51|41.11|,2020/8,Y,Y,N
5007,三星,未知,2.77,3.43,0.73|0.58|0.64|0.27|,1.76,25.34,2,0,1.27,4.62,2.85,18.14,44.6,48.35,47.54,59.41|55.42|54.76|52.35|46.6|,2020/8,N,N,N
5009,榮剛,未知,0.64,0.75,0.13|0.01|0.04|0.21|,0.56,29.11,0.51,0,0.38,2.52,2.33,5.43,16.3,45.18,58.48,17.28|20.7|18.42|19.56|16.19|,2020/8,N,N,N
5013,強新,未知,1.24,1.96,0.36|0.43|0.18|0.18|,0.81,31.54,0.5,0,0.21,1.92,0.82,3,25.55,44.25,55.34,23.04|30.94|30.06|26.25|24.64|,2020/8,N,N,N
5015,華祺,未知,2.38,3.23,0.74|0.21|0.63|0.5|,2.28,14.1,2.4,0,1.99,8.22,6.19,28.43,32.15,48.55,49.13,22.83|27.47|38.05|41.66|34.01|,2020/8,N,N,N
5016,松和,未知,1.91,3.03,0.09|0.68|0.68|0.65|,2.61,11.11,1.3,0,1.79,6.31,6.17,25.57,29,38.63,54.69,26.03|33.61|35.85|32.99|28.07|,2020/8,N,N,N
5102,富強,未知,0.66,0.89,0.17|0.21|0.18|-0.05|,0.29,53.1,0.6,0,0.24,4.93,1.56,3.43,15.4,70.66,71.81,14.05|14.67|16.15|15.22|15.25|,2020/8,N,N,N
5201,凱衛,資訊服務業,1.34,1.04,0.41|0.44|0.66|1.14|,3.54,9.58,0.3,0,3.17,3.69,9.35,45.29,33.9,57.02,50.15,18.68|18.6|31.32|28.27|31.59|,2020/8,Y,Y,N
5203,訊連,資訊服務業,4.53,3.98,1.69|1.1|0.91|0.59|,3.37,34.42,3.64,0,2.49,3.47,2.15,35.57,116,17.37,24.29,69.22|65.51|67.7|85.5|111.8|,2020/8,N,N,Y
5206,坤悅,建材營造業,2.49,1.78,0.78|-0.01|0.38|1.12|,2.49,7.11,0.75,0.5,1.03,4.75,5.82,14.71,17.7,94.2,91.89,9.73|9.51|11.91|17.18|16.3|,2020/8,N,N,N
5211,蒙恬,資訊服務業,0.56,0.62,-0.14|-0.21|-0.01|-0.06|,-0.19,-79.21,0.4,0,-0.15,2.52,-1,-2.14,15.05,48.87,55.85,20.89|20.66|19.07|16.18|14.35|,2020/8,N,N,N
5212,凌網,資訊服務業,2.48,1.4,0.92|0.77|0.11|0.4|,1.35,32.96,2.18,0,1.04,3.96,2.34,14.86,44.5,50.24,41.84,18.78|23.75|24.04|29.71|48.76|,2020/8,N,N,N
5215,科嘉-KY,未知,4.56,2.97,1.62|1.03|0.73|4.09|,12.08,13.33,3,0,11.98,5.97,7.44,171.14,161,38.05,50.9,32.92|30.26|25.86|47.55|96.94|,2020/8,Y,Y,N
5220,萬達光電,未知,2,2.96,0.59|-0.37|0.51|1.49|,4.27,11.51,1.4,0,3.42,6.57,6.96,48.86,49.15,15.59,21.77,30.24|33.28|34.92|,2020/8,N,N,Y
5223,安力-KY,未知,3.57,3.41,1.45|1.03|0.2|2.47|,6.37,10.39,1.2,0,3.71,4.64,5.6,53,66.2,16.17,25.43,33.15|40.95|41.92|,2020/8,N,Y,Y
5225,東科-KY,其他電子業,5.04,3.52,3.56|-0.5|-4.28|-1.48|,-14.77,-1.65,0.51,0,-7.69,3.95,-31.52,-109.86,24.4,40.05,47.4,37.65|30.46|24.82|43.14|29.8|,2020/8,N,N,N
5230,雷笛克光學,未知,0.8,2.11,0.31|0.09|-0.13|0.05|,-0.18,-133.89,0.64,0,-0.1,3.58,-0.41,-1.43,24.1,50.75,48.8,42.99|45.01|36.05|25.38|23.42|,2020/8,N,N,N
5234,達興材料,未知,6.33,4.79,1.62|1.67|1.67|1.51|,6.28,13.3,5,0,4.71,5.54,5.64,67.29,83.5,19.93,29.38,32.31|47.33|82.92|92.55|84.71|,2020/8,N,N,Y
5243,乙盛-KY,未知,2.96,2.3,0.86|0.58|0.66|0.46|,2.48,14.03,1.8,0,1.8,4.17,5.17,25.71,34.8,46.15,54.96,35.56|46.34|34.67|36.13|32.4|,2020/8,N,N,N
5245,智晶,未知,0.35,3.83,0.49|0.06|0.21|0.63|,1.65,20.85,0.43,0,1.33,3.43,3.87,19,34.4,27.42,25.39,145.7|119.4|70.16|40.21|33.87|,2020/8,N,N,Y
5263,智崴,未知,6.5,4.2,2.07|1.31|0.01|-0.36|,-0.74,-139.19,5.6,0,-0.6,2.16,-0.58,-8.57,103,25.94,26.83,234.95|236.98|195.58|184.45|121.79|,2020/8,N,N,N
5264,鎧勝-KY,未知,-1.5,4.82,0.03|0.04|-3.1|1.87|,-2.69,-31.78,1.01,0,-0.48,3.64,-0.56,-6.86,85.5,52.96,36.34,125.61|100.25|68.04|49.59|54.62|,2020/8,N,N,N
5269,祥碩,半導體業,16.08,9.76,4.06|4.01|8.2|12.27|,50.13,29.92,11.97,0,38.89,1.41,2.59,555.57,1500,23.5,20.57,199.29|333.85|422.57|537.35|1163.78|,2020/8,N,N,Y
5274,信驊,半導體業,24.39,17.03,6.81|6.83|6.39|9.46|,34.35,35.66,22,0,29.35,2.1,2.4,419.29,1225,38.37,36.16,365.99|626.15|722.7|726.36|1148.72|,2020/8,N,N,N
5278,尚凡,未知,15.45,14.46,3.79|2.6|2.88|3.01|,12.39,9.24,2.55,0,5.85,2.42,5.11,83.57,114.5,51.68,53.4,28.38|35.27|86.02|183.61|123.94|,2020/8,N,N,N
5281,大峽谷-KY,未知,0.85,2.42,0.1|0.56|-0.39|0.98|,1.31,19.27,0.5,0,0.39,1.85,1.54,5.57,25.25,37.8,29.77,29.15|25.78|71.22|32.24|22.56|,2020/8,N,N,N
5284,jpp-KY,其他業,2.24,4.12,0.65|0.03|1.29|0.49|,3.72,9.18,1.9,0,2.42,4.61,7.09,34.57,34.15,29.35,33.9,63.35|59.19|54.51|40.04|,2020/8,Y,N,N
5285,界霖,半導體業,2.46,3.09,0.62|0.14|0.15|0.31|,0.95,46.68,2.46,0,0.73,4.87,1.65,10.43,44.35,55.94,53.79,31.06|53.34|80.99|63.45|47.87|,2020/8,N,N,N
5287,數字,未知,14.14,13.61,3.92|3.33|3.56|4.04|,15.48,13.95,12.8,0,15.86,5.27,7.34,226.57,216,16.76,21.26,236.18|236.92|254.02|258.56|219.4|,2020/8,Y,N,Y
5288,豐祥-KY,未知,9.5,7.92,2.23|2.5|2.15|0.18|,4.95,20.81,5.5,0,2.95,4.41,2.86,42.14,103,10.46,22.08,98.34|88.19|89|131.01|103.37|,2020/8,N,N,Y
5289,宜鼎,未知,12.59,9.82,3.66|2.76|3.96|3.09|,13.11,11.82,7.5,0.2,7.3,4.12,4.71,104.29,155,46.63,33.04,97.56|106.03|126.75|127.55|176.13|,2020/8,N,N,N
5291,邑昇,電子零組件業,2.04,1.19,0.82|0.22|0.35|0.66|,2.25,10.53,1.21,0,1.55,3.83,6.54,22.14,23.7,45.67,55.36,14.88|15.45|14.7|22.13|23.3|,2020/8,N,N,N
5299,杰力,半導體業,7.96,5.04,2.19|1.72|1.79|2.47|,8.54,12.65,5.5,0,6.11,3.2,5.66,87.29,108,25.51,26.55,109.82|112.53|106.16|,2020/8,N,N,N
5306,桂盟,其他業,7.94,7.42,2.17|1.99|1.72|3.04|,10.5,17.33,4.5,0,5.1,2.93,2.8,72.86,182,25.71,23.42,115.45|136.81|121.8|106.03|125.48|,2020/8,N,N,Y
5312,寶島科,未知,6.31,5.56,1.59|2.18|0.93|0.63|,3.21,18.82,4,0,2.18,5.44,3.61,31.14,60.4,71.46,66.75,76.36|70.95|61.36|63.08|63.18|,2020/8,N,N,N
5315,光聯,未知,0.88,2.02,0.25|0.11|0.17|0.06|,0.49,27.96,0.82,0,0.4,7.35,2.92,5.71,13.7,52.45,64.19,28.98|21.69|17.32|18.83|13.77|,2020/8,N,N,N
5347,世界,半導體業,3.58,3.2,0.91|0.92|0.9|0.9|,3.69,26.02,3.2,0,3.4,3.83,3.54,48.57,96,42.39,48.03,54.16|57.88|65.18|65.37|77.49|,2020/8,N,N,N
5353,台林,未知,1.38,0.72,0.43|0.26|0.26|0.33|,1.13,15.04,1.35,0,1.18,3.28,6.94,16.86,17,68.96,71.54,10.37|11.56|14.51|18.01|17.25|,2020/8,N,N,N
5356,協益,未知,2.22,3.21,0.78|0.56|0.08|0.63|,1.35,20,2.2,0,1.18,7.6,4.37,16.86,27,46.58,54.47,39.4|46.25|30.86|28.5|27.74|,2020/8,N,N,N
5371,中光電,未知,2.65,3.77,1.08|0.9|0.01|1.27|,2.33,14.94,2,0,1.68,6.78,4.83,24,34.8,17.93,27.15,31.25|38.4|43.61|41.55|33.52|,2020/8,N,N,Y
5386,青雲,未知,0.66,1.91,0.49|0.33|0.5|0.19|,1.25,22.44,0.5,0.5,0.55,2.49,1.96,7.86,28.05,9.48,16.03,25.89|37.69|53.1|36.44|28.75|,2020/8,N,N,Y
5388,中磊,未知,4.21,4.9,1.18|1.44|0.35|0.97|,3.09,24.3,3.02,0,2.21,4.64,2.94,31.57,75.1,16.15,20.18,76.08|79.74|67.73|71.89|74.66|,2020/8,N,N,Y
5392,應華,未知,1.29,0.87,0.31|-0.05|-1.27|0.71|,-0.59,-42.46,0.5,0.2,-1.51,1.56,-6.03,-21.57,25.05,40.23,53.26,51.15|52.02|44.4|34.49|25.3|,2020/8,N,N,N
5398,慕康生醫,其他業,0.51,0.44,0|0.45|0.07|0.05|,0.24,87.5,0.3,0,0.11,0.92,0.52,1.57,21,27.03,39.87,34.15|35.09|25.88|20.95|24.78|,2020/8,N,N,N
5403,中菲,資訊服務業,3.96,3.27,0.95|1.56|0.86|1.04|,4.5,11.67,3.1,0,3.9,7.43,7.43,55.71,52.5,28.69,31.92,28.24|35.49|37.67|38.53|48.65|,2020/8,Y,Y,N
5410,國眾,資訊服務業,1.94,1.53,0.58|0.46|0.48|0.53|,2.08,9.98,1.5,0,1.74,7.11,8.39,24.86,20.75,12.24,20.91,12.81|13.63|16.48|18.3|20.27|,2020/8,Y,N,Y
5425,台半,半導體業,2.29,3.25,0.51|0.61|0.42|0.45|,1.76,22.98,1.5,0,1.35,5.06,3.34,19.29,40.45,43.37,53.36,36.73|47.42|69.18|50.73|40.19|,2020/8,N,N,N
5434,崇越,電子通路業,9.48,7.24,2.63|2.21|2.51|2.99|,11.5,10.04,6.5,0,7.93,5.4,6.87,113.29,115.5,30.52,27.72,70.07|87.56|77.9|87.52|107.03|,2020/8,N,Y,Y
5438,東友,未知,0.44,1.41,0.62|-0.19|-0.46|-0.03|,-1.18,-10.34,0.44,0,-0.94,7.25,-7.7,-13.43,12.2,77.77,82.48,12.85|15.17|16.18|14.15|12.6|,2020/8,N,N,N
5439,高技,電子零組件業,2.58,2.5,0.59|0.56|0.87|0.93|,3.61,12.2,2.3,0,3.01,4.28,6.83,43,44.05,25.85,36.5,25.07|31.26|38.17|43.66|42.38|,2020/8,N,Y,N
5443,均豪,未知,1.51,1.55,0.86|0.36|-0.15|0.23|,0.19,118.95,1.56,0,0.21,6.06,0.93,3,22.6,50.5,39.85,17.93|23.39|24.59|21.69|19.4|,2020/8,N,N,N
5452,佶優,其他電子業,0.24,0.17,0.06|0.04|0.08|0.17|,0.52,17.58,0.22,0,0.62,2.21,6.78,8.86,9.14,39.05,52.23,10.79|9.65|7.61|6.83|6.74|,2020/8,N,N,N
5457,宣德,電子零組件業,2.19,1.76,1.02|0.82|0.85|0.94|,5.65,20.27,0.5,0,1.72,1.06,1.5,24.57,114.5,25.34,22.46,26.57|37.7|52.67|67.28|82.49|,2020/8,N,N,Y
5460,同協,電子零組件業,0.72,0.65,0.29|0.2|0.11|-0.01|,0.17,63.82,0.55,0,0.15,4.57,1.38,2.14,10.85,59.5,66.61,11.91|12.62|11.54|11.23|11.14|,2020/8,N,N,N
5464,霖宏,電子零組件業,-0.18,1.23,-0.02|-1.05|-0.05|-1.02|,-1.92,-5.91,0.5,0,-0.05,5.41,-0.44,-0.71,11.35,42.72,45.34,16.38|13.82|16.15|16.89|11.81|,2020/8,N,N,N
5465,富驊,未知,0.92,0.54,0.24|0.35|0.36|0.39|,1.69,11.92,1,0,1.26,2.98,6.25,18,20.15,30.07,44.24,13.23|21.8|22.16|15.71|14.75|,2020/8,N,N,N
5469,瀚宇博,電子零組件業,6.04,2.87,2.96|1.24|0.41|1.68|,5.31,7.88,1.67,0,1.68,3.12,4.01,24,41.85,15.02,23.38,11.66|17.32|23.64|34.42|39.88|,2020/8,N,N,Y
5471,松翰,半導體業,2.03,1.89,0.53|0.49|0.86|1.98|,6.06,10.74,2.1,0,6.24,5.37,9.59,89.14,65.1,78.61,64.18,33.74|33.86|31.9|31.58|47.3|,2020/8,Y,N,N
5474,聰泰,未知,7.72,6.75,1.66|2.25|1.7|4.14|,14.91,21.06,4.58,0,9.26,4.89,2.95,132.29,314,38.9,49.95,68.89|58.96|63.87|78.08|139.93|,2020/8,N,N,N
5478,智冠,未知,5,3.54,1.2|1.35|2.08|2.02|,7.75,11.65,4.02,0,4.9,2.15,5.43,70,90.3,15.84,14.51,65.29|72.41|75.31|74.34|92.7|,2020/8,N,N,Y
5483,中美晶,半導體業,3.86,1.44,2.76|1.87|2.37|2.59|,5.03,20.48,5,0,4.86,3.53,4.72,69.43,103,76.39,70.7,35.24|56.73|95.88|79.25|95.55|,2020/8,N,N,N
5487,通泰,半導體業,2.69,1.69,0.53|0.03|0.11|0.38|,1.09,32.11,0.98,0,1.02,4.98,2.91,14.57,35,33.17,37.82,23.26|25.39|29.2|34.84|33.67|,2020/8,N,N,N
5489,彩富,其他電子業,1.95,2.61,0.68|0.34|0.45|-0.05|,0.81,36.36,1.53,0,0.63,5.45,2.14,9,29.45,56.42,58.08,46.66|36.65|37.32|37.19|31.42|,2020/8,N,N,N
5490,同亨,未知,2.79,2.83,0.57|2|-0.02|0.55|,1.71,16.61,1.5,0,1.74,4.69,6.13,24.86,28.4,16.76,25.93,58.76|59.19|32.64|28.78|26.97|,2020/8,N,N,Y
5493,三聯,其他電子業,4.32,2.94,0.75|1.82|-1.36|2.37|,3.34,12.66,2.53,0,2.34,6.21,5.53,33.43,42.3,29.55,45.9,30.87|29.23|27.37|30.68|41.1|,2020/8,N,Y,N
5498,凱崴,電子零組件業,0.42,0.32,0.27|0.16|0.04|0.1|,0.25,43,0.03,0.27,0.02,0.22,0.19,0.29,10.75,18.31,23.27,9|10.75|10.83|10.4|10.86|,2020/8,N,N,Y
5508,永信建,建材營造業,2,2.57,0.33|0.85|0.2|0.68|,2.64,14.81,1.8,0,2.34,7.14,5.98,33.43,39.1,69.62,73.06,26.3|28.9|31.95|33.32|32.99|,2020/8,N,Y,N
5511,德昌,建材營造業,4.74,3.23,1.4|1.05|0.62|1.05|,3.31,9.17,2.2,0,1.45,4.95,4.78,20.71,30.35,33.86,49.19,23.36|21.06|20.7|28.84|29.45|,2020/8,N,N,N
5512,力麒,建材營造業,1.12,0.51,0.12|0.08|-0.01|0.05|,0.24,40.17,0.6,0,0.45,4.25,4.67,6.43,9.64,52.75,52.24,8.97|9.32|10.19|9.69|9.41|,2020/8,N,N,N
5514,三豐,建材營造業,2,0.82,1.08|0|-0.04|0.89|,1.03,17.82,0.5,1,0.73,2.87,3.98,10.43,18.35,10.41,22.53,9.25|9.7|13.53|16.06|18.95|,2020/8,N,N,Y
5515,建國,建材營造業,0.57,0.26,0.14|0.1|0.45|0.25|,1.56,7.95,0.52,0,1.7,4.94,13.71,24.29,12.4,35.57,48.51,8.62|9.73|11.11|10.16|10.33|,2020/8,N,N,N
5519,隆大,建材營造業,2.43,1.75,0.42|0.42|0.27|0.16|,1.02,14.8,1.35,0,0.39,5.34,2.58,5.57,15.1,7.41,16.54,11.65|11|11.42|15.46|14.9|,2020/8,N,N,Y
5520,力泰,建材營造業,2.05,1.6,0.54|0.85|0.97|1.07|,4.29,10.79,1.85,0,4.1,5.02,8.86,58.57,46.3,55,62.65,26.87|27.25|27.46|29.34|36.37|,2020/8,Y,Y,N
5522,遠雄,建材營造業,3.89,4.13,1.23|1.31|0.27|0.86|,2.56,18.11,3.61,0,2.22,8.14,4.79,31.71,46.35,38.67,39.64,36.16|37.22|33|37.95|42.35|,2020/8,N,N,N
5523,豐謙,建材營造業,0.18,0.76,0.04|-0.03|-0.09|-0.1|,-1.3,-10.04,0.3,0,-0.9,2.21,-6.9,-12.86,13.05,46.7,64,7.79|11.99|10.27|10.27|11.25|,2020/8,N,N,N
5525,順天,建材營造業,1.56,1.86,0.22|0.41|0.05|-0.1|,-0.07,-308.57,0.5,0.8,-0.05,5.23,-0.23,-0.71,21.6,66.23,62.87,15.45|14.22|19.85|24.74|20.82|,2020/8,N,N,N
5530,龍巖,其他業,5.48,4.06,2.44|0.89|0.67|0.21|,2.13,26.06,3,0,1.07,3.3,1.93,15.29,55.5,41.78,41.31,55.62|65.94|61.77|61.73|57.79|,2020/8,N,N,N
5533,皇鼎,建材營造業,0.33,1.07,0.05|-0.03|-0.11|0.35|,0.4,40.12,0.5,0,0.27,3.73,1.68,3.86,16.05,55.15,58.26,16.46|15.58|16.19|16|15.71|,2020/8,N,N,N
5534,長虹,建材營造業,10.93,9.58,2.64|3.46|3.21|0.8|,8.2,9.94,6.3,0,5.49,7.08,6.74,78.43,81.5,17.59,16.94,53.14|70.9|83.85|84.81|83.1|,2020/8,N,N,Y
5536,聖暉,其他電子業,19.16,14.58,4.58|4.8|4.01|5.36|,19.33,10.61,15,0,15.66,6.34,7.64,223.71,205,58.82,43.93,84.87|157.63|204.63|173.36|193.43|,2020/8,Y,Y,N
5538,東明-KY,未知,2.77,2.85,0.84|0.93|0.09|0.75|,1.77,17.82,1.5,0,1.16,5.37,3.68,16.57,31.55,43.56,45.49,25.56|31.33|40.82|34.5|30.17|,2020/8,N,N,N
5543,崇佑-KY,建材營造業,0.63,0.17,0.12|0.2|-0.42|0.03|,-0.73,-70.55,0.8,0,-0.68,3.38,-1.32,-9.71,51.5,60.23,66.93,27.48|22.62|20.88|20.12|28.66|,2020/8,N,N,N
5601,台聯櫃,未知,0.24,0.28,0.06|0.02|0.08|0.07|,0.31,79.52,0.21,0,0.34,1.3,1.38,4.86,24.65,57.94,43.58,25.5|22.19|23.91|26.58|25.58|,2020/8,N,N,N
5604,中連貨,未知,6.04,3.11,-0.05|1.16|0.12|0.3|,39.57,1.5,5.55,0,53.72,7.22,90.44,767.43,59.4,41.24,42.75,34.87|31.07|30.71|36.11|52.65|,2020/8,N,N,N
5607,遠雄港,未知,3.04,1.97,2.2|0.13|0.35|0.35|,1.66,16.72,1,0,0.42,2.27,1.51,6,27.75,34.6,51.35,14.17|14.69|17.92|20.78|23.71|,2020/8,N,N,N
5609,中菲行,未知,3.2,2.05,0.83|0.74|0.77|3.74|,9.62,6.58,1.36,0,6.92,5.83,10.93,98.86,63.3,40.59,50.38,18.05|22.4|20.36|22.77|34.52|,2020/8,Y,Y,N
5704,老爺知,未知,0.86,0.65,0.22|0.23|0.52|0.49|,2.33,14.16,0.8,0,2.51,2.43,7.61,35.86,33,70.89,76.8,29.28|24.41|22.25|23.46|26.82|,2020/8,Y,N,N
5706,鳳凰,未知,3.12,2.88,1.22|0.44|0.08|-0.12|,-0.04,-716.25,0.3,0.96,-0.03,5.06,-0.1,-0.43,28.65,46.13,46.91,37.63|35.22|35.18|36.92|32.33|,2020/8,N,N,N
5820,日盛金,未知,0.62,0.58,0.25|0.09|0.08|0.26|,0.72,15.21,0.38,0.16,0.34,3.41,3.11,4.86,10.95,49.34,48.44,6.87|7.36|9|9.79|9.79|,2020/8,N,N,N
5864,致和證,未知,0.57,0.99,0.22|-0.14|-1.06|1.62|,1,10,0.55,0,0.7,5.76,7,10,10,54.81,61.98,10.78|10.08|8.68|,2020/8,N,Y,N
5871,中租-KY,其他業,11.44,8.4,2.91|2.91|2.95|2.87|,12.01,10.82,4.6,0.4,5.61,3.87,4.32,80.14,130,47.65,45.12,53.78|77.11|100.04|126.73|119.12|,2020/8,N,N,N
5878,台名,保險業,3.04,3.35,0.85|0.83|0.75|0.96|,4.25,10.99,3,0,3.44,6.42,7.37,49.14,46.7,56.61,67.82,43.1|45.43|46.1|45.16|46.08|,2020/8,Y,Y,N
5903,全家,未知,8.2,6.72,2.64|2.15|1.27|2.71|,8.39,30.87,6.5,0,6.96,2.52,2.69,99.43,259,13.88,20.09,211.64|196.52|192.88|221.51|234.2|,2020/8,N,N,Y
5904,寶雅,未知,19.31,14.67,5.13|5.19|5.06|4.08|,19.4,29.12,17.1,0,17.34,3.35,3.07,247.71,565,15.95,19.95,384.62|380.31|325.21|394.68|526.48|,2020/8,N,N,Y
5905,南仁湖,未知,0.34,0.39,0.24|-0.04|-0.15|-0.02|,-0.48,-19.92,0.2,0,-0.38,3.8,-3.97,-5.43,9.56,75.53,66.54,7.94|8.01|7.55|9.41|10.07|,2020/8,N,N,N
5907,大洋-KY,未知,3.1,2.19,0|1.56|-0.65|-0.46|,-2.44,-9.88,2.2,0,-1.4,4.85,-5.81,-20,24.1,63.27,49.29,23.8|23.65|29.65|32.03|23.21|,2020/8,N,N,N
6005,群益證,未知,1.11,0.83,0.34|0.36|-0.39|0.69|,0.82,13.78,0.8,0,0.5,4.43,4.42,7.14,11.3,67.4,62.71,8.53|10.15|10.67|9.43|10.26|,2020/8,N,Y,N
6015,宏遠證,未知,0.4,0.48,0.13|0.12|-0.78|1.1|,0.58,13.86,0.16,0,0.34,3.47,4.23,4.86,8.04,18.31,32.67,6.11|7.24|7.11|6.48|6.81|,2020/8,N,N,Y
6016,康和證,未知,0.47,0.37,0.13|0.23|-0.16|0.7|,1.27,7.72,0.33,0.07,0.49,2.38,4.99,7,9.81,22.85,38.35,6.49|7.45|8.09|7.47|7.95|,2020/8,N,N,Y
6020,大展證,未知,0.46,0.38,0.2|0.28|-0.5|0.6|,0.44,31.59,0.32,0,0.54,1.93,3.88,7.71,13.9,10.83,25.55,12.31|13.46|13.88|12.92|12.92|,2020/8,N,N,Y
6023,元大期,未知,4.89,3.98,1.35|1|1.23|1.21|,4.84,11.03,3.2,0,4.08,5.51,7.64,58.29,53.4,5.73,9.96,37.36|39.46|43.22|50.31|54.22|,2020/8,Y,Y,Y
6024,群益期,未知,3.4,4.02,0.81|0.84|0.92|0.69|,3.56,10.67,1.9,0,2.23,5.69,5.87,31.86,38,34.2,35.62,45.88|53.5|45.12|39.15|,2020/8,N,Y,N
6026,福邦證,未知,1,0.85,0.33|0.26|-0.69|0.95|,0.88,10.31,0.7,0,0.69,5.27,7.61,9.86,9.07,25.09,42.46,8.11|10.55|12.17|8.62|8.8|,2020/8,Y,N,N
6104,創惟,半導體業,2.22,2.39,0.73|0.55|0.73|1.3|,4.47,15.73,2,0,4.22,6.4,6,60.29,70.3,38.16,41.63,39.47|38.83|32.49|33.98|47.82|,2020/8,N,N,N
6108,競國,電子零組件業,2.22,2.64,0.64|0.09|-0.79|0.93|,0.29,76.55,1.6,0,0.2,6.78,0.9,2.86,22.2,71.9,65.89,17.95|30.01|25.42|27.85|21.97|,2020/8,N,N,N
